Rank,Kategori,Marka,Ürün Adı,Fiyat,Link
870,Süpermarket,MOMORDİCA,Coconut Mix - 250 ml,"230,30 TL",https://www.trendyol.com/momordica/coconut-mix-250-ml-p-974364895
871,Süpermarket,Sleepy,Easy Clean Lilyum Orkide Kiraz Çiçeği Yüzey Temizlik Havlusu&mendili 3x100 (300 YAPRAK),"211,00 TL",https://www.trendyol.com/sleepy/easy-clean-lilyum-orkide-kiraz-cicegi-yuzey-temizlik-havlusu-mendili-3x100-300-yaprak-p-874346098
872,Süpermarket,Nutriful,İbni Sina Sirkengebin Prebiyotik Sirkesi,"300,00 TL
304,88 TL",https://www.trendyol.com/nutriful/ibni-sina-sirkengebin-prebiyotik-sirkesi-p-802679116
873,Süpermarket,Nutriful,Ibn-i Sina Sirkengebin Prebiyotik Macunu,"-%33
300,00 TL
449,00 TL",https://www.trendyol.com/nutriful/ibn-i-sina-sirkengebin-prebiyotik-macunu-p-746559802
874,Süpermarket,Ravla,Mor Meyveli Karışım - 330g,"625,00 TL",https://www.trendyol.com/ravla/mor-meyveli-karisim-330g-p-384341819
875,Süpermarket,BEYZANA,100 Adet Pratik Tazeliği Koruyan Tencere ve Tabak Bonesi | Çok Amaçlı Kapak Gıda Bonesi,"34,70 TL",https://www.trendyol.com/beyzana/100-adet-pratik-tazeligi-koruyan-tencere-ve-tabak-bonesi-cok-amacli-kapak-gida-bonesi-p-816244810
876,Süpermarket,Baby Turco,Zeytinyağlı Islak Bebek Havlusu 12x90 Adet,"240,00 TL",https://www.trendyol.com/baby-turco/zeytinyagli-islak-bebek-havlusu-12x90-adet-p-136829530
877,Süpermarket,Zühre Ana,Detox Gold Sirkesi Doğal Fermantasyon 250 Ml,"199,90 TL",https://www.trendyol.com/zuhre-ana/detox-gold-sirkesi-dogal-fermantasyon-250-ml-p-839685987
878,Süpermarket,STOP Forte,Pas&Kireç Temizleyici 750 ml,"99,00 TL",https://www.trendyol.com/stop-forte/pas-kirec-temizleyici-750-ml-p-989828965
879,Süpermarket,DolphFin,Fırın Pişirme Kağıdı 100 Adet Yapışmaz Ağartılmamış Yağlı Yüzey Ultra Kalın Çok Amaçlı L Orta Boy,"149,99 TL",https://www.trendyol.com/dolphfin/firin-pisirme-kagidi-100-adet-yapismaz-agartilmamis-yagli-yuzey-ultra-kalin-cok-amacli-l-orta-boy-p-896280570
880,Süpermarket,Nutraxin,D3K2 120 Tablet – 1000 IU D3 + 25 mcg K2 Vitamini İçeren Takviye,"228,37 TL",https://www.trendyol.com/nutraxin/d3k2-120-tablet-1000-iu-d3-25-mcg-k2-vitamini-iceren-takviye-p-853683818
881,Süpermarket,Pro Line,Proline Bebek Pudrası Kokulu Ince Tane Topaklanan Kedi Kumu 10 Lt X 2 Adet,"331,00 TL",https://www.trendyol.com/pro-line/proline-bebek-pudrasi-kokulu-ince-tane-topaklanan-kedi-kumu-10-lt-x-2-adet-p-6319796
882,Süpermarket,Domestos,Yoğun Kıvamlı Çamaşır Suyu Dağ Esintisi Maksimum Hijyen 750 ML 6 Adet,"299,00 TL
305,00 TL",https://www.trendyol.com/domestos/yogun-kivamli-camasir-suyu-dag-esintisi-maksimum-hijyen-750-ml-6-adet-p-6737392
883,Süpermarket,Zühre Ana,"Pektamin - Karadut, Keçiboynuzu Ve Andız Pekmezi Karışımı (Vitamin Takviyeli)","199,90 TL",https://www.trendyol.com/zuhre-ana/pektamin-karadut-keciboynuzu-ve-andiz-pekmezi-karisimi-vitamin-takviyeli-p-236787766
884,Süpermarket,İLBAY'S,Ithal Fabrika Satış Mağazası Orijinal Mikrofiber Temizlik Bezi (40X60),"149,90 TL",https://www.trendyol.com/ilbay-s/ithal-fabrika-satis-magazasi-orijinal-mikrofiber-temizlik-bezi-40x60-p-136343308
885,Süpermarket,Nutraxin,Bromelain Forte 750 mg 60 Tablet Krom Yeşilçay Probiyotik,"339,90 TL
359,80 TL",https://www.trendyol.com/nutraxin/bromelain-forte-750-mg-60-tablet-krom-yesilcay-probiyotik-p-819116529
886,Süpermarket,Vitisfera,Resveratrol Shot Orman Meyveleri Aromalı 20x25 ml,"579,00 TL",https://www.trendyol.com/vitisfera/resveratrol-shot-orman-meyveleri-aromali-20x25-ml-p-655287347
887,Süpermarket,Erbatab,Demir 30 Kapsül,"179,00 TL
194,00 TL",https://www.trendyol.com/erbatab/demir-30-kapsul-p-654597461
888,Süpermarket,Züber,Nutzilla Kakaolu Fındık Kreması 315 Gr,"290,00 TL",https://www.trendyol.com/zuber/nutzilla-kakaolu-findik-kremasi-315-gr-p-792186344
889,Süpermarket,Genel Markalar,Pişirme Kağıdı Airfryer Xxl Xl Airfryer Yağlı Kağıt Xiaomi Philips Tüm Markalara Uyumlu 50 Adet,"33,00 TL",https://www.trendyol.com/genel-markalar/pisirme-kagidi-airfryer-xxl-xl-airfryer-yagli-kagit-xiaomi-philips-tum-markalara-uyumlu-50-adet-p-731740452
890,Süpermarket,GOBYPET,Catnipli Yenilebilir Kedi Nanesi Otu Oyun Topu Oyuncağı Top Oyuncak Kedi Yalama Topu Avokado,"19,90 TL",https://www.trendyol.com/gobypet/catnipli-yenilebilir-kedi-nanesi-otu-oyun-topu-oyuncagi-top-oyuncak-kedi-yalama-topu-avokado-p-828093872
891,Süpermarket,Tchibo,Barista Caffé Créme Çekirdek Kahve 1000 Gr.,"-%38
1.099,90 TL
1.799,00 TL",https://www.trendyol.com/tchibo/barista-caffe-creme-cekirdek-kahve-1000-gr-p-34585010
892,Süpermarket,Genel Markalar,100 Adet Pratik Tazeliği Koruyan Tencere ve Tabak Bonesi Çok Amaçlı Kapak Gıda Bonesi,"34,90 TL",https://www.trendyol.com/genel-markalar/100-adet-pratik-tazeligi-koruyan-tencere-ve-tabak-bonesi-cok-amacli-kapak-gida-bonesi-p-836402405
893,Süpermarket,Today,Dubai Pie Antep Fıstıklı Kadayıflı Kek 40 Gr. 24 Adet (1 Kutu),"512,99 TL
539,99 TL",https://www.trendyol.com/today/dubai-pie-antep-fistikli-kadayifli-kek-40-gr-24-adet-1-kutu-p-984241747
894,Süpermarket,dokuru,Elma Kuru Meyve Cipsi - Dondurularak Kurutulmuş Freeze Dried Çıtır Elma,"116,01 TL
128,90 TL",https://www.trendyol.com/dokuru/elma-kuru-meyve-cipsi-dondurularak-kurutulmus-freeze-dried-citir-elma-p-739093273
895,Süpermarket,OSSO KAHVE,OSSO SALEP ve SICAK ÇİKOLATA 2'li SET 2x200 gr,"149,00 TL",https://www.trendyol.com/osso-kahve/osso-salep-ve-sicak-cikolata-2-li-set-2x200-gr-p-881927732
896,Süpermarket,DR TAYYARÖZ,Çocuk Macunu -kakao Propolis Pekmez Arı Sütü Bal Ve Vitamin,"199,00 TL",https://www.trendyol.com/dr-tayyaroz/cocuk-macunu-kakao-propolis-pekmez-ari-sutu-bal-ve-vitamin-p-449040367
897,Süpermarket,Zühre Ana,Kudret Narı Macunu 240 Gr,"199,90 TL",https://www.trendyol.com/zuhre-ana/kudret-nari-macunu-240-gr-p-789250519
898,Süpermarket,İLBAY'S,Yeni Renk Serisi İthal 3'lü Mikrofiber Temizlik Bezi Baskılı (40*60cm),"-%20
149,90 TL
187,96 TL",https://www.trendyol.com/ilbay-s/yeni-renk-serisi-ithal-3-lu-mikrofiber-temizlik-bezi-baskili-40-60cm-p-823548496
899,Süpermarket,Ocean,Plus Omega 3 Balık Yağı 1200 MG 50 Kapsül,"354,90 TL",https://www.trendyol.com/ocean/plus-omega-3-balik-yagi-1200-mg-50-kapsul-p-3060502
900,Süpermarket,Altınmarka,Sütlü Damla 1Kg ve Bitter Damla 1Kg.,"871,50 TL",https://www.trendyol.com/altinmarka/sutlu-damla-1kg-ve-bitter-damla-1kg-p-778020969
901,Elektronik,comedones,Dijital Baskül Yağ Su Kas Vücut Kitle Endeksi Kilo Ölçer Tartı,"319,90 TL",https://www.trendyol.com/comedones/dijital-baskul-yag-su-kas-vucut-kitle-endeksi-kilo-olcer-tarti-p-382995037
902,Elektronik,PiranTech,CB-107C Çok Fonksiyonlu Buharlı Temizlik Makinası - Buharlı Temizleyici,"4.899,00 TL",https://www.trendyol.com/pirantech/cb-107c-cok-fonksiyonlu-buharli-temizlik-makinasi-buharli-temizleyici-p-759661878
903,Elektronik,Fantom,Pratic-S P1200 Toz Torbasız Dikey Süpürge Antrasit,"1.723,00 TL",https://www.trendyol.com/fantom/pratic-s-p1200-toz-torbasiz-dikey-supurge-antrasit-p-35509789
904,Elektronik,JBL,Tune T570bt Siyah Wireless Bluetooth Kulak Üstü Kulaklık-jb.t570btblkeu,"1.079,00 TL",https://www.trendyol.com/jbl/tune-t570bt-siyah-wireless-bluetooth-kulak-ustu-kulaklik-jb-t570btblkeu-p-759079554
905,Elektronik,Barbanti Mobile,Pro Ios Android Uyumlu Kablosuz Bluetooth Kulaklık Karışık Renk Kılıf Hediyeli,"457,25 TL",https://www.trendyol.com/barbanti-mobile/pro-ios-android-uyumlu-kablosuz-bluetooth-kulaklik-karisik-renk-kilif-hediyeli-p-672471753
906,Elektronik,Xiaomi,Redmi Buds 6 Play Siyah Kulakiçi Kulaklık TWS(Xiaomi Türkiye Garantili),"599,00 TL",https://www.trendyol.com/xiaomi/redmi-buds-6-play-siyah-kulakici-kulaklik-tws-xiaomi-turkiye-garantili-p-855229295
907,Elektronik,Sinbo,SCM-2951 Elektrikli Kahve Makinesi Cezve,"254,00 TL
290,00 TL",https://www.trendyol.com/sinbo/scm-2951-elektrikli-kahve-makinesi-cezve-p-5741453
908,Elektronik,Rosa Sipresso,"Lcd Ekranlı Kalemli Dijital Çizim Tableti Yazı Tahtası Boyama Resim Için Akıllı Çocuk Tablet 8,5 Inç","41,00 TL",https://www.trendyol.com/rosa-sipresso/lcd-ekranli-kalemli-dijital-cizim-tableti-yazi-tahtasi-boyama-resim-icin-akilli-cocuk-tablet-8-5-inc-p-732253729
909,Elektronik,Braun,"Fs1000 Mini Tüy Alma Makinesi Pil Ve Temizleme Fırçası, Seyahat Boy, Kablosuz Kullanım","949,00 TL",https://www.trendyol.com/braun/fs1000-mini-tuy-alma-makinesi-pil-ve-temizleme-fircasi-seyahat-boy-kablosuz-kullanim-p-98394315
910,Elektronik,Roborock,Q8 Max Pro Akıllı Robot Süpürge,"14.399,00 TL",https://www.trendyol.com/roborock/q8-max-pro-akilli-robot-supurge-p-929960380
911,Elektronik,Karaca,Hatır Közde Türk Kahvesi ve Türk Kahve Makinesi Shiny Black 5 Fincan Kapasiteli Bol Köpüklü,"1.348,99 TL",https://www.trendyol.com/karaca/hatir-kozde-turk-kahvesi-ve-turk-kahve-makinesi-shiny-black-5-fincan-kapasiteli-bol-kopuklu-p-469609098
912,Elektronik,Nazalya,400 ml Ultrasonik Hava Nemlendirici Buhar Makinesi ve Aroma Difüzörü - Beyaz Renk,"136,80 TL
144,00 TL",https://www.trendyol.com/nazalya/400-ml-ultrasonik-hava-nemlendirici-buhar-makinesi-ve-aroma-difuzoru-beyaz-renk-p-883964657
913,Elektronik,ONE STEP,Saç Düzleştirici Fön Tarağı Ve Saç Şekillendirici Fön Makinesi,Sepette İndirimli,https://www.trendyol.com/one-step/sac-duzlestirici-fon-taragi-ve-sac-sekillendirici-fon-makinesi-p-83828129
914,Elektronik,POWERTEC,TR-601 (2500 W) Turbo Professional Series Fön Makinesi & Saç Kurutma 2.7m Uzun Kablolu Yeni Versiyon,"882,57 TL
949,00 TL",https://www.trendyol.com/powertec/tr-601-2500-w-turbo-professional-series-fon-makinesi-sac-kurutma-2-7m-uzun-kablolu-yeni-versiyon-p-31440796
915,Elektronik,Braun,"IPL Silk·expert Pro 5, Evde Tüy Alma, Çanta, Venus Tıraş Makinesi, 2 Başlık ile, PL5146","-%35
16.149,00 TL
24.999,00 TL",https://www.trendyol.com/braun/ipl-silk-expert-pro-5-evde-tuy-alma-canta-venus-tiras-makinesi-2-baslik-ile-pl5146-p-820306315
916,Elektronik,Xiaomi,Smart Air Purifier 4 Compact Akıllı Hava Temizleyici (Xiaomi Türkiye Garantili),"4.350,00 TL",https://www.trendyol.com/xiaomi/smart-air-purifier-4-compact-akilli-hava-temizleyici-xiaomi-turkiye-garantili-p-411990799
917,Elektronik,Wiimi,400 ml Ultrasonik Hava Nemlendirici Buhar Makinesi Ve Aroma Difüzörü Kokulu,"132,90 TL
149,90 TL",https://www.trendyol.com/wiimi/400-ml-ultrasonik-hava-nemlendirici-buhar-makinesi-ve-aroma-difuzoru-kokulu-p-865155488
918,Elektronik,MICROSOFT,Windows 11 Pro Dijital Lisans Anahtarı Key 32&64 Bit – Ömür Boyu,"-%24
129,00 TL
170,00 TL",https://www.trendyol.com/microsoft/windows-11-pro-dijital-lisans-anahtari-key-32-64-bit-omur-boyu-p-981647788
919,Elektronik,Barbanti Mobile,Beyaz 2.nesil Ios Android Uyumlu Kablosuz Bluetooth Kulaklık Karışık Renk Kılıf Hediyeli Plus,"414,50 TL",https://www.trendyol.com/barbanti-mobile/beyaz-2-nesil-ios-android-uyumlu-kablosuz-bluetooth-kulaklik-karisik-renk-kilif-hediyeli-plus-p-661738189
920,Elektronik,RİOMİ,Ipl Buz Lazer Epilasyon 999.999 Atım Otomatik/manuel Dokunmatik Ekran Ağrısız Vücut Yüz Cihazı,"2.730,00 TL",https://www.trendyol.com/riomi/ipl-buz-lazer-epilasyon-999-999-atim-otomatik-manuel-dokunmatik-ekran-agrisiz-vucut-yuz-cihazi-p-723791701
921,Elektronik,Go Aksesuar,Apple Iphone 13 - 14 - 15 Uyumlu Şeffaf Mini Fiyonk Epoksili Telefon Kılıfı,"100,58 TL
105,87 TL",https://www.trendyol.com/go-aksesuar/apple-iphone-13-14-15-uyumlu-seffaf-mini-fiyonk-epoksili-telefon-kilifi-p-893485171
922,Elektronik,Genel Markalar,Memo E Spor PUBG Mobil Oyun Parmaklık Eldiveni Hassas Dokunma Karbon Fiber Kumaş,"14,00 TL",https://www.trendyol.com/genel-markalar/memo-e-spor-pubg-mobil-oyun-parmaklik-eldiveni-hassas-dokunma-karbon-fiber-kumas-p-89542039
923,Elektronik,Sinbo,Sco-5043 Çok Fonksiyonlu Buharlı Pişirici,"678,00 TL",https://www.trendyol.com/sinbo/sco-5043-cok-fonksiyonlu-buharli-pisirici-p-1889980
924,Elektronik,Roborock,Qrevo L Akıllı Robot Süpürge - Beyaz,"32.999,00 TL",https://www.trendyol.com/roborock/qrevo-l-akilli-robot-supurge-beyaz-p-929961715
925,Elektronik,Fantom,Pratıc-S P1200 Toz Torbasız Dikey Süpürge Kırmızı,"1.684,62 TL
1.719,00 TL",https://www.trendyol.com/fantom/pratic-s-p1200-toz-torbasiz-dikey-supurge-kirmizi-p-260033
926,Elektronik,KVK PRİVACY,iPhone 13/14/15 Uyumlu Pembe Leopar Desenli İnce Yumuşak Silikon Kılıf,"132,48 TL",https://www.trendyol.com/kvk-privacy/iphone-13-14-15-uyumlu-pembe-leopar-desenli-ince-yumusak-silikon-kilif-p-1041951856
927,Elektronik,Apple,20 Watt (USB-C) Hızlı Şarj Güç Adaptörü MD3J4TU/A,"799,00 TL",https://www.trendyol.com/apple/20-watt-usb-c-hizli-sarj-guc-adaptoru-md3j4tu-a-p-924532595
928,Elektronik,nave,"Çelik Kasa Profesyonel T-bıçak Saç, Sakal, Ense, Çizim Ve Lazer Epilasyon Öncesi Tıraş Makinesi","249,00 TL",https://www.trendyol.com/nave/celik-kasa-profesyonel-t-bicak-sac-sakal-ense-cizim-ve-lazer-epilasyon-oncesi-tiras-makinesi-p-696255083
929,Elektronik,Kiwi,Yeni Ekstra (4325 YENİ MODEL) Pencere Temizleme Aparatlı Koltuk Halı Yıkama Ve Leke Çıkartma Ma,"-%7
6.255,53 TL
6.740,53 TL",https://www.trendyol.com/kiwi/yeni-ekstra-4325-yeni-model-pencere-temizleme-aparatli-koltuk-hali-yikama-ve-leke-cikartma-ma-p-844494728
930,Elektronik,Altus,Al 808 Sm Dijital Ekranlı Baskül,"369,00 TL",https://www.trendyol.com/altus/al-808-sm-dijital-ekranli-baskul-p-61563374
931,Elektronik,Fibaks,İpad A16 Air 6/7/8/9/10/11/12. Nesil Avuç Içi Red Palm Rejection Tablet Kalemi Stylus Yazı Çizim Pen,"399,99 TL",https://www.trendyol.com/fibaks/ipad-a16-air-6-7-8-9-10-11-12-nesil-avuc-ici-red-palm-rejection-tablet-kalemi-stylus-yazi-cizim-pen-p-897414266
932,Elektronik,QCY,T32 Ailybuds Clear ENC 4 Mikrofon Bluetooth 5.3 Kablosuz Kulaklık,Sepette İndirimli,https://www.trendyol.com/qcy/t32-ailybuds-clear-enc-4-mikrofon-bluetooth-5-3-kablosuz-kulaklik-p-864744665
933,Elektronik,Sinbo,Shb-3147 3 Fonksiyonlu El Blender Seti - Beyaz / 350Watt,"878,40 TL
918,59 TL",https://www.trendyol.com/sinbo/shb-3147-3-fonksiyonlu-el-blender-seti-beyaz-350watt-p-2543106
934,Elektronik,Kiwi,Koltuk ve Halı Yıkama Makinesi Kcc-4318,"2.693,38 TL
2.743,38 TL",https://www.trendyol.com/kiwi/koltuk-ve-hali-yikama-makinesi-kcc-4318-p-845315082
935,Elektronik,Nazalya,400 ml Ultrasonik Hava Nemlendirici Buhar Makinesi Ve Aroma Difüzörü - Gri Renk,"140,60 TL
148,00 TL",https://www.trendyol.com/nazalya/400-ml-ultrasonik-hava-nemlendirici-buhar-makinesi-ve-aroma-difuzoru-gri-renk-p-883965324
936,Elektronik,Philips,MG3930/15 7'si 1 Arada All-in-One 3000 Serisi Erkek Bakım Seti,"1.199,00 TL",https://www.trendyol.com/philips/mg3930-15-7-si-1-arada-all-in-one-3000-serisi-erkek-bakim-seti-p-967699784
937,Elektronik,KUMTEL,Fanlı Isıtıcı 2000 W Lx-6331 Bej,"779,00 TL",https://www.trendyol.com/kumtel/fanli-isitici-2000-w-lx-6331-bej-p-3001714
938,Elektronik,Kiwi,Kcc-4320 Koltuk Halı Yıkama Ve Leke Çıkartma Makinesi,"3.969,00 TL",https://www.trendyol.com/kiwi/kcc-4320-koltuk-hali-yikama-ve-leke-cikartma-makinesi-p-675749029
939,Elektronik,Philips,13'ü 1 Arada Erkek Bakım Seti Mg7920/15-yüz/saç/vücut (ISLAK/KURU KULLANIM),"1.699,00 TL",https://www.trendyol.com/philips/13-u-1-arada-erkek-bakim-seti-mg7920-15-yuz-sac-vucut-islak-kuru-kullanim-p-774585231
940,Elektronik,Karaca,Hatır Közde Türk Kahvesi ve Türk Kahve Makinesi Kırmızı 5 Fincan Kapasiteli Bol Köpüklü,"1.321,04 TL",https://www.trendyol.com/karaca/hatir-kozde-turk-kahvesi-ve-turk-kahve-makinesi-kirmizi-5-fincan-kapasiteli-bol-kopuklu-p-469611709
941,Elektronik,Arzum,Volume Pro Hava Üflemeli Saç Şekillendirici 1200 W - AR5063,"1.593,00 TL",https://www.trendyol.com/arzum/volume-pro-hava-uflemeli-sac-sekillendirici-1200-w-ar5063-p-39622291
942,Elektronik,POWERTEC,TR-901 Turbo Profesyonel 2500W Fön Makinesi & Saç Kurutma Makinesi,"882,57 TL
949,00 TL",https://www.trendyol.com/powertec/tr-901-turbo-profesyonel-2500w-fon-makinesi-sac-kurutma-makinesi-p-96121599
943,Elektronik,Kiwi,8415 Fanlı Isıtıcı Sıcak - Soğuk 2000w Termostatlı,"534,99 TL
659,99 TL",https://www.trendyol.com/kiwi/8415-fanli-isitici-sicak-soguk-2000w-termostatli-p-780950964
944,Elektronik,Genel Markalar,Dijital Hassas Mutfak Tartısı - Mutfak Terazisi-hassas Ölçüm,"142,40 TL
149,90 TL",https://www.trendyol.com/genel-markalar/dijital-hassas-mutfak-tartisi-mutfak-terazisi-hassas-olcum-p-31302253
945,Elektronik,Go Aksesuar,Iphone 13 - 14 - 15 Uyumlu Içi Kadife Leke Tutmaz Sıvı Silikon Lansman Kılıf,"99,47 TL",https://www.trendyol.com/go-aksesuar/iphone-13-14-15-uyumlu-ici-kadife-leke-tutmaz-sivi-silikon-lansman-kilif-p-904046880
946,Elektronik,Xiaomi,Mi Body Composition Scale S400 Yeni Nesil Çift Frekanslı Akıllı Bluetooth Baskül,"975,00 TL",https://www.trendyol.com/xiaomi/mi-body-composition-scale-s400-yeni-nesil-cift-frekansli-akilli-bluetooth-baskul-p-836115276
947,Elektronik,Hoover,HLEH10A2TCEX-17 10 kg Wi-Fi  Bağlantılı Isı Pompalı Kurutma Makinesi,"15.000,00 TL",https://www.trendyol.com/hoover/hleh10a2tcex-17-10-kg-wi-fi-baglantili-isi-pompali-kurutma-makinesi-p-151149212
948,Elektronik,KUMTEL,LX-7115 Ayarlanabilir Termostatlı Tekli Elektrikli Ocak - Siyah,"798,00 TL",https://www.trendyol.com/kumtel/lx-7115-ayarlanabilir-termostatli-tekli-elektrikli-ocak-siyah-p-79604490
949,Elektronik,goldixpir,301 Eskitme Nostalji Tasarımlı Bluetoothlu Nostalji Radyo Fm-sd Kart-aux,"583,25 TL",https://www.trendyol.com/goldixpir/301-eskitme-nostalji-tasarimli-bluetoothlu-nostalji-radyo-fm-sd-kart-aux-p-815170417
950,Elektronik,Aprilla,Ahs-2026 Saç Düzleştirici,"519,00 TL",https://www.trendyol.com/aprilla/ahs-2026-sac-duzlestirici-p-195376914
951,Elektronik,Ipone,Dragon Çelik Kasa Profesyonel Saç Sakal Ense Çizim Tüm Vücut Tüyü Lazer Öncesi Tıraş Makinesi.,"141,41 TL",https://www.trendyol.com/ipone/dragon-celik-kasa-profesyonel-sac-sakal-ense-cizim-tum-vucut-tuyu-lazer-oncesi-tiras-makinesi-p-680276218
952,Elektronik,Altus,AL KM 954 M 9 kg Isı Pompalı Kurutma Makinesi Beyaz,"15.500,00 TL",https://www.trendyol.com/altus/al-km-954-m-9-kg-isi-pompali-kurutma-makinesi-beyaz-p-899145760
953,Elektronik,Kiwi,Kep-6833 Pro Ipl / Lazer Epilasyon,"1.216,00 TL",https://www.trendyol.com/kiwi/kep-6833-pro-ipl-lazer-epilasyon-p-411917852
954,Elektronik,multibox,Iphone Tüm Serilerle Uyumlu Hızlı Şarj Aleti Adaptör Kablo Plus 6 7 8 X 11 12 13 14 Pro Max,"368,50 TL
379,90 TL",https://www.trendyol.com/multibox/iphone-tum-serilerle-uyumlu-hizli-sarj-aleti-adaptor-kablo-plus-6-7-8-x-11-12-13-14-pro-max-p-116102860
955,Elektronik,TARÇIN,Air Pro 2 Anc Gürültü Engelleyici Bluetooth Kulaklık IOS Android Tüm Telefonlar ile Uyumlu Kulaklık,"749,00 TL",https://www.trendyol.com/tarcin/air-pro-2-anc-gurultu-engelleyici-bluetooth-kulaklik-ios-android-tum-telefonlar-ile-uyumlu-kulaklik-p-819066262
956,Elektronik,Yui,Qcv-326 5'i 1 Arada Otomatik Doğrayıcı-rende- Dilimleme Makinesi,"1.795,00 TL",https://www.trendyol.com/yui/qcv-326-5-i-1-arada-otomatik-dograyici-rende-dilimleme-makinesi-p-142492007
957,Elektronik,Xiaomi,Wifi Pro Sinyal Yaklaştırıcı Güçlendirici N300 (Xiaomi Türkiye Garantili),"595,40 TL
607,55 TL",https://www.trendyol.com/xiaomi/wifi-pro-sinyal-yaklastirici-guclendirici-n300-xiaomi-turkiye-garantili-p-782403199
958,Elektronik,Powerfox,Iphone 13 Uyumlu Gerçek Magsafe Özellikli Sert Şeffaf Kılıf,"73,65 TL
81,83 TL",https://www.trendyol.com/powerfox/iphone-13-uyumlu-gercek-magsafe-ozellikli-sert-seffaf-kilif-p-662665232
959,Elektronik,TrkTech,Kılıf Hediyeli Pro 5 Plus Premium A Kalite Bluetooth Sürüm 5.3 Bluetooth Kulaklık,"399,90 TL",https://www.trendyol.com/trktech/kilif-hediyeli-pro-5-plus-premium-a-kalite-bluetooth-surum-5-3-bluetooth-kulaklik-p-666158167
960,Elektronik,MICROSOFT,Office 2024 Pro Plus Dijital Lisans Anahtarı Key 2025 Ömür Boyu,"-%11
149,00 TL
169,00 TL",https://www.trendyol.com/microsoft/office-2024-pro-plus-dijital-lisans-anahtari-key-2025-omur-boyu-p-963722002
961,Elektronik,Roborock,S8 Pro Akıllı Robot Süpürge,"18.199,00 TL",https://www.trendyol.com/roborock/s8-pro-akilli-robot-supurge-p-930469542
962,Elektronik,Fibaks,Apple iPhone 13 - 14 - 15 Kılıf Kamera Çıkıntılı Magsafe Şarj Destekli Yumuşak Kenarlı Mat Kapak,"142,49 TL
149,99 TL",https://www.trendyol.com/fibaks/apple-iphone-13-14-15-kilif-kamera-cikintili-magsafe-sarj-destekli-yumusak-kenarli-mat-kapak-p-796612275
963,Elektronik,HOMEND,Grilliant Döküm Plakalı Tost Ve Izgara Makinesi Inox 2000 W,"1.899,00 TL",https://www.trendyol.com/homend/grilliant-dokum-plakali-tost-ve-izgara-makinesi-inox-2000-w-p-704391653
964,Elektronik,comedones,Dijital Baskül Yağ Su Kas Vücut Kitle Endeksi Kilo Ölçer Tartı,"319,90 TL",https://www.trendyol.com/comedones/dijital-baskul-yag-su-kas-vucut-kitle-endeksi-kilo-olcer-tarti-p-446753563
965,Elektronik,KUMTEL,Dual Orbit Kule Isıtıcı MH-2300,"2.199,00 TL",https://www.trendyol.com/kumtel/dual-orbit-kule-isitici-mh-2300-p-33685013
966,Elektronik,Roborock,Q8 Akıllı Robot Süpürge Beyaz 10.000 Pa HyperForce Emiş Gücü,"9.999,00 TL",https://www.trendyol.com/roborock/q8-akilli-robot-supurge-beyaz-10-000-pa-hyperforce-emis-gucu-p-942567796
967,Elektronik,PiranTech,CB-02A Buharlı Temizlik Makinası - Buharlı Temizleyici,"939,51 TL
949,00 TL",https://www.trendyol.com/pirantech/cb-02a-buharli-temizlik-makinasi-buharli-temizleyici-p-814869537
968,Elektronik,Kiwi,Kcm-7570 Siyah Otomatik Türk Kahve Makinesi Közde Pişirme Ve Bol Köpüklü,"-%11
799,00 TL
899,00 TL",https://www.trendyol.com/kiwi/kcm-7570-siyah-otomatik-turk-kahve-makinesi-kozde-pisirme-ve-bol-kopuklu-p-777119876
969,Elektronik,Meleni Home,Oda Hava Nemlendirici - 7 Renk LED Işıklı Buhar Makinesi Aroma Difüzörü Humidifier Açık Kahve,Sepette İndirimli,https://www.trendyol.com/meleni-home/oda-hava-nemlendirici-7-renk-led-isikli-buhar-makinesi-aroma-difuzoru-humidifier-acik-kahve-p-892331797
970,Elektronik,Canderel,Yanmaz Yapışmaz Ütü Altlığı Ütü Tabanlığı Teflon Silikon Ütü Altlığı,Sepette İndirimli,https://www.trendyol.com/canderel/yanmaz-yapismaz-utu-altligi-utu-tabanligi-teflon-silikon-utu-altligi-p-342815781
971,Elektronik,Xiaomi,Redmi Buds 6 Play Mavi Kulakiçi Kulaklık TWS (Xiaomi Türkiye Garantili),"589,00 TL",https://www.trendyol.com/xiaomi/redmi-buds-6-play-mavi-kulakici-kulaklik-tws-xiaomi-turkiye-garantili-p-874809775
972,Elektronik,KVK PRİVACY,iPhone 11 Uyumlu Pembe Leopar Desenli İnce Yumuşak Silikon Kılıf,"125,79 TL",https://www.trendyol.com/kvk-privacy/iphone-11-uyumlu-pembe-leopar-desenli-ince-yumusak-silikon-kilif-p-1041950998
973,Elektronik,Aprilla,Ahs 2026b Saç Düzleştirici AHS 2026B,"508,00 TL",https://www.trendyol.com/aprilla/ahs-2026b-sac-duzlestirici-ahs-2026b-p-680219055
974,Elektronik,Genel Markalar,"Silikon Vakumlu Telefon Tutucu, Cep Telefonu için Tutacak, Telefon Arkası Silikon Vantuz Güçlü Tutuş","35,00 TL",https://www.trendyol.com/genel-markalar/silikon-vakumlu-telefon-tutucu-cep-telefonu-icin-tutacak-telefon-arkasi-silikon-vantuz-guclu-tutus-p-938512403
